"","Cell","orig.ident","nCount_RNA","nFeature_RNA","seurat_clusters","cluster_name"
"32457","Samp42_bcFXIE","Samp42",1268,972,16,"Ly-Prog-5"
"32458","Samp42_bcBINN","Samp42",1144,844,16,"Ly-Prog-5"
"32459","Samp42_bcBCRY","Samp42",7485,4474,8,"Ly-Prog-3"
"32460","Samp42_bcHLDJ","Samp42",1284,977,16,"Ly-Prog-5"
"32461","Samp42_bcHEFH","Samp42",2044,1330,3,"Ly-Prog-4"
"32462","Samp42_bcEDVK","Samp42",1187,936,16,"Ly-Prog-5"
"32463","Samp42_bcHIOT","Samp42",999,781,16,"Ly-Prog-5"
"32464","Samp42_bcHWFI","Samp42",2287,1647,16,"Ly-Prog-5"
"32465","Samp42_bcERXJ","Samp42",1484,1089,21,"MPP-3"
"32466","Samp42_bcBTQK","Samp42",1278,988,16,"Ly-Prog-5"
"32467","Samp42_bcBYUV","Samp42",1403,1049,16,"Ly-Prog-5"
"32468","Samp42_bcCJQW","Samp42",2966,2014,16,"Ly-Prog-5"
"32469","Samp42_bcDUBL","Samp42",1038,773,3,"Ly-Prog-4"
"32470","Samp42_bcBMYS","Samp42",839,692,16,"Ly-Prog-5"
"32471","Samp42_bcBSAX","Samp42",1712,1302,16,"Ly-Prog-5"
"32472","Samp42_bcABPZ","Samp42",1214,929,16,"Ly-Prog-5"
"32473","Samp42_bcCDHS","Samp42",691,598,8,"Ly-Prog-3"
"32474","Samp42_bcFXNF","Samp42",1286,957,3,"Ly-Prog-4"
"32475","Samp42_bcEGAT","Samp42",872,684,16,"Ly-Prog-5"
"32476","Samp42_bcAVNY","Samp42",2238,1564,16,"Ly-Prog-5"
"32477","Samp42_bcDFNV","Samp42",1039,765,16,"Ly-Prog-5"
"32478","Samp42_bcCPJE","Samp42",801,631,16,"Ly-Prog-5"
"32479","Samp42_bcAUWT","Samp42",1216,934,16,"Ly-Prog-5"
"32480","Samp42_bcBBQI","Samp42",1166,926,16,"Ly-Prog-5"
"32481","Samp42_bcBBJF","Samp42",1044,772,16,"Ly-Prog-5"
"32482","Samp42_bcHDEH","Samp42",3300,2222,16,"Ly-Prog-5"
"32483","Samp42_bcEQDS","Samp42",2009,1274,8,"Ly-Prog-3"
"32484","Samp42_bcCPJS","Samp42",1599,1187,3,"Ly-Prog-4"
"32485","Samp42_bcAPLJ","Samp42",1286,1019,16,"Ly-Prog-5"
"32486","Samp42_bcCZXC","Samp42",2666,1810,16,"Ly-Prog-5"
"32487","Samp42_bcIJMM","Samp42",2595,1823,16,"Ly-Prog-5"
"32488","Samp42_bcHMYE","Samp42",477,391,8,"Ly-Prog-3"
"32489","Samp42_bcCICH","Samp42",1004,733,7,"G-Prog-2"
"32490","Samp42_bcAYDJ","Samp42",309,255,7,"G-Prog-2"
"32491","Samp42_bcBTGD","Samp42",912,748,7,"G-Prog-2"
"32492","Samp42_bcFPAC","Samp42",644,551,7,"G-Prog-2"
"32493","Samp42_bcDHTP","Samp42",325,280,9,"My-MPP"
"32494","Samp42_bcELQB","Samp42",1913,1293,1,"MPP-1"
"32495","Samp42_bcGZVE","Samp42",1449,1056,0,"HSC"
"32496","Samp42_bcDGBD","Samp42",255,209,7,"G-Prog-2"
"32497","Samp42_bcGWOZ","Samp42",1258,918,7,"G-Prog-2"
"32498","Samp42_bcGCQZ","Samp42",611,444,7,"G-Prog-2"
"32499","Samp42_bcFLYY","Samp42",11432,6266,0,"HSC"
"32500","Samp42_bcARQB","Samp42",4256,2895,9,"My-MPP"
"32501","Samp42_bcGLVQ","Samp42",651,547,7,"G-Prog-2"
"32502","Samp42_bcAFWU","Samp42",2171,1898,7,"G-Prog-2"
"32503","Samp42_bcCVRP","Samp42",2621,2221,7,"G-Prog-2"
"32504","Samp42_bcHTJQ","Samp42",631,502,9,"My-MPP"
"32505","Samp42_bcECNM","Samp42",5018,4078,7,"G-Prog-2"
"32506","Samp42_bcIAAE","Samp42",1018,754,7,"G-Prog-2"
"32507","Samp42_bcBDYB","Samp42",2266,1453,5,"G-Prog-1"
"32508","Samp42_bcCLRN","Samp42",1689,1311,9,"My-MPP"
"32509","Samp42_bcFPOV","Samp42",1953,1526,9,"My-MPP"
"32510","Samp42_bcCGQJ","Samp42",1248,956,9,"My-MPP"
"32511","Samp42_bcIDZB","Samp42",278,226,7,"G-Prog-2"
"32512","Samp42_bcAWDQ","Samp42",2374,1623,9,"My-MPP"
"32513","Samp42_bcIECV","Samp42",858,614,7,"G-Prog-2"
"32514","Samp42_bcALHG","Samp42",1728,1189,9,"My-MPP"
"32515","Samp42_bcDLLD","Samp42",6572,3970,0,"HSC"
"32516","Samp42_bcGJNO","Samp42",5557,3363,6,"Ly-Prog-2"
"32517","Samp42_bcFZHI","Samp42",984,705,7,"G-Prog-2"
"32518","Samp42_bcFSXO","Samp42",547,268,7,"G-Prog-2"
"32519","Samp42_bcFAOA","Samp42",4459,2595,7,"G-Prog-2"
"32520","Samp42_bcBYNX","Samp42",1033,621,9,"My-MPP"
"32521","Samp42_bcCHJF","Samp42",619,441,7,"G-Prog-2"
"32522","Samp42_bcEKWT","Samp42",573,464,7,"G-Prog-2"
"32523","Samp42_bcGLRC","Samp42",3706,2176,5,"G-Prog-1"
"32524","Samp42_bcGWDH","Samp42",2174,1592,7,"G-Prog-2"
"32525","Samp42_bcCRDP","Samp42",588,439,7,"G-Prog-2"
"32526","Samp42_bcHSBR","Samp42",1476,1034,9,"My-MPP"
"32527","Samp42_bcBMVB","Samp42",2596,1842,6,"Ly-Prog-2"
"32528","Samp42_bcCLUP","Samp42",4255,2658,7,"G-Prog-2"
"32529","Samp42_bcGBYA","Samp42",553,305,9,"My-MPP"
"32530","Samp42_bcBIUG","Samp42",2488,1777,5,"G-Prog-1"
"32531","Samp42_bcCNQZ","Samp42",448,395,7,"G-Prog-2"
"32532","Samp42_bcIHCC","Samp42",337,277,7,"G-Prog-2"
"32533","Samp42_bcFUWU","Samp42",464,391,7,"G-Prog-2"
"32534","Samp42_bcAWCW","Samp42",1259,932,7,"G-Prog-2"
"32535","Samp42_bcDCQP","Samp42",538,446,7,"G-Prog-2"
"32536","Samp42_bcAZWJ","Samp42",13964,6638,1,"MPP-1"
"32537","Samp42_bcHSLO","Samp42",1710,1221,7,"G-Prog-2"
"32538","Samp42_bcBLBT","Samp42",664,549,7,"G-Prog-2"
"32539","Samp42_bcCDFH","Samp42",3107,2497,0,"HSC"
"32540","Samp42_bcHDXX","Samp42",3029,2237,9,"My-MPP"
"32541","Samp42_bcERXI","Samp42",1496,1025,5,"G-Prog-1"
"32542","Samp42_bcCGJQ","Samp42",832,604,7,"G-Prog-2"
"32543","Samp42_bcEFJJ","Samp42",6685,4056,5,"G-Prog-1"
"32544","Samp42_bcADPW","Samp42",6528,4093,9,"My-MPP"
"32545","Samp42_bcBLUM","Samp42",1466,1086,7,"G-Prog-2"
"32546","Samp42_bcDYQH","Samp42",1369,956,0,"HSC"
"32547","Samp42_bcFUEQ","Samp42",9053,6261,9,"My-MPP"
"32548","Samp42_bcFGSP","Samp42",3568,2527,0,"HSC"
"32549","Samp42_bcEFKM","Samp42",933,701,7,"G-Prog-2"
"32550","Samp42_bcFUEN","Samp42",799,585,7,"G-Prog-2"
"32551","Samp42_bcEPSG","Samp42",1743,1187,8,"Ly-Prog-3"
"32552","Samp42_bcFVPI","Samp42",1503,1012,0,"HSC"
"32553","Samp42_bcIEQC","Samp42",2332,1640,5,"G-Prog-1"
"32554","Samp42_bcHDRX","Samp42",357,283,7,"G-Prog-2"
"32555","Samp42_bcDHCV","Samp42",1700,1185,7,"G-Prog-2"
"32556","Samp42_bcAGXI","Samp42",2609,1673,4,"E-Prog-1"
"32557","Samp42_bcHCEO","Samp42",19146,8633,4,"E-Prog-1"
"32558","Samp42_bcFTAV","Samp42",16463,7383,14,"Mk/E-MPP"
"32559","Samp42_bcEIHT","Samp42",12300,6352,14,"Mk/E-MPP"
"32560","Samp42_bcFHET","Samp42",11373,5787,14,"Mk/E-MPP"
"32561","Samp42_bcCLVP","Samp42",8472,4638,4,"E-Prog-1"
"32562","Samp42_bcDTXO","Samp42",9075,5140,2,"MPP-2"
"32563","Samp42_bcFHDN","Samp42",5758,3437,21,"MPP-3"
"32564","Samp42_bcFTWU","Samp42",2989,1992,20,"E-Prog-2"
"32565","Samp42_bcCRDL","Samp42",14410,7421,19,"Mk-Prog"
"32566","Samp42_bcBGIX","Samp42",8044,4323,14,"Mk/E-MPP"
"32567","Samp42_bcBIKY","Samp42",3094,1954,4,"E-Prog-1"
"32568","Samp42_bcFFWO","Samp42",13884,6796,4,"E-Prog-1"
"32569","Samp42_bcHIFC","Samp42",13137,6410,14,"Mk/E-MPP"
"32570","Samp42_bcCAOZ","Samp42",11927,5685,4,"E-Prog-1"
"32571","Samp42_bcHFIP","Samp42",32276,11649,20,"E-Prog-2"
"32572","Samp42_bcESOC","Samp42",19426,8642,4,"E-Prog-1"
"32573","Samp42_bcGNWD","Samp42",6937,3803,14,"Mk/E-MPP"
"32574","Samp42_bcEMDB","Samp42",6525,3670,21,"MPP-3"
"32575","Samp42_bcCTQR","Samp42",3428,2306,4,"E-Prog-1"
"32576","Samp42_bcGNLD","Samp42",14848,7055,4,"E-Prog-1"
"32577","Samp42_bcEOZN","Samp42",6686,3822,21,"MPP-3"
"32578","Samp42_bcBYSY","Samp42",3535,2141,14,"Mk/E-MPP"
"32579","Samp42_bcEXNR","Samp42",28623,10830,19,"Mk-Prog"
"32580","Samp42_bcFXJQ","Samp42",12453,6041,17,"Baso/Mast-Prog"
"32581","Samp42_bcBPQH","Samp42",9685,5220,14,"Mk/E-MPP"
"32582","Samp42_bcBTFS","Samp42",9065,4797,2,"MPP-2"
"32583","Samp42_bcFOON","Samp42",4951,3046,20,"E-Prog-2"
"32584","Samp42_bcAWFT","Samp42",17428,8048,4,"E-Prog-1"
"32585","Samp42_bcHEZM","Samp42",9156,4990,4,"E-Prog-1"
"32586","Samp42_bcFATN","Samp42",13257,6388,20,"E-Prog-2"
"32587","Samp42_bcETUW","Samp42",13413,6431,4,"E-Prog-1"
"32588","Samp42_bcEGKU","Samp42",12606,6533,4,"E-Prog-1"
"32589","Samp42_bcBKXF","Samp42",2413,1604,4,"E-Prog-1"
"32590","Samp42_bcAPRH","Samp42",12470,6076,4,"E-Prog-1"
"32591","Samp42_bcHLHA","Samp42",6001,3176,2,"MPP-2"
"32592","Samp42_bcCXIG","Samp42",5764,3657,19,"Mk-Prog"
"32593","Samp42_bcHZJN","Samp42",12555,6473,17,"Baso/Mast-Prog"
"32594","Samp42_bcEXAM","Samp42",12706,6283,4,"E-Prog-1"
"32595","Samp42_bcBJAH","Samp42",12535,6422,14,"Mk/E-MPP"
"32596","Samp42_bcCBAJ","Samp42",16638,7740,4,"E-Prog-1"
"32597","Samp42_bcIFYI","Samp42",11829,6044,14,"Mk/E-MPP"
"32598","Samp42_bcGRDE","Samp42",10878,6061,2,"MPP-2"
"32599","Samp42_bcAALW","Samp42",11887,5972,0,"HSC"
"32600","Samp42_bcGPTR","Samp42",8389,4480,14,"Mk/E-MPP"
"32601","Samp42_bcBCFU","Samp42",3512,2204,4,"E-Prog-1"
"32602","Samp42_bcBUJY","Samp42",13274,6645,14,"Mk/E-MPP"
"32603","Samp42_bcIGJK","Samp42",18570,8272,1,"MPP-1"
"32604","Samp42_bcCUWF","Samp42",14091,6947,1,"MPP-1"
"32605","Samp42_bcEMDR","Samp42",6592,3760,21,"MPP-3"
"32606","Samp42_bcCHHD","Samp42",5222,3272,14,"Mk/E-MPP"
"32607","Samp42_bcHTIA","Samp42",14731,7290,4,"E-Prog-1"
"32608","Samp42_bcIFVC","Samp42",11072,5902,4,"E-Prog-1"
"32609","Samp42_bcABXG","Samp42",10398,5316,4,"E-Prog-1"
"32610","Samp42_bcBDTC","Samp42",10258,5345,4,"E-Prog-1"
"32611","Samp42_bcGNIX","Samp42",8204,4378,4,"E-Prog-1"
"32612","Samp42_bcHZQY","Samp42",7529,4230,14,"Mk/E-MPP"
"32613","Samp42_bcHCIX","Samp42",6334,3599,4,"E-Prog-1"
"32614","Samp42_bcBSES","Samp42",11219,5557,14,"Mk/E-MPP"
"32615","Samp42_bcAIJN","Samp42",9942,5460,17,"Baso/Mast-Prog"
"32616","Samp42_bcHYRS","Samp42",6288,3684,14,"Mk/E-MPP"
"32617","Samp42_bcBKAP","Samp42",17292,8059,21,"MPP-3"
"32618","Samp42_bcCEBI","Samp42",14888,7113,4,"E-Prog-1"
"32619","Samp42_bcCUQM","Samp42",12232,6220,1,"MPP-1"
"32620","Samp42_bcATNO","Samp42",7801,4376,1,"MPP-1"
"32621","Samp42_bcESZT","Samp42",4620,2838,9,"My-MPP"
"32622","Samp42_bcGOSX","Samp42",3375,2224,14,"Mk/E-MPP"
"32623","Samp42_bcHPKM","Samp42",5667,3236,4,"E-Prog-1"
"32624","Samp42_bcFMME","Samp42",9416,4889,4,"E-Prog-1"
"32625","Samp42_bcDDZQ","Samp42",3425,2295,0,"HSC"
"32626","Samp42_bcGXYM","Samp42",15252,7588,14,"Mk/E-MPP"
"32627","Samp42_bcEJDJ","Samp42",2394,1624,4,"E-Prog-1"
"32628","Samp42_bcDPRI","Samp42",5835,3387,6,"Ly-Prog-2"
"32629","Samp42_bcDWBJ","Samp42",11105,5801,14,"Mk/E-MPP"
"32630","Samp42_bcHRIZ","Samp42",8110,4622,4,"E-Prog-1"
"32631","Samp42_bcHRBI","Samp42",7236,4022,1,"MPP-1"
"32632","Samp42_bcALON","Samp42",5939,3362,0,"HSC"
"32633","Samp42_bcFTSX","Samp42",4882,2855,2,"MPP-2"
"32634","Samp42_bcGKIX","Samp42",12313,5978,2,"MPP-2"
"32635","Samp42_bcFQQL","Samp42",11184,5847,4,"E-Prog-1"
"32636","Samp42_bcIGIA","Samp42",9722,5123,4,"E-Prog-1"
"32637","Samp42_bcEWGU","Samp42",6237,3775,4,"E-Prog-1"
"32638","Samp42_bcFUUF","Samp42",4753,3000,17,"Baso/Mast-Prog"
"32639","Samp42_bcHWIN","Samp42",13721,7232,14,"Mk/E-MPP"
"32640","Samp42_bcBMCW","Samp42",11595,6407,14,"Mk/E-MPP"
"32641","Samp42_bcHLLU","Samp42",3644,2187,4,"E-Prog-1"
"32642","Samp42_bcAMIS","Samp42",9545,5104,14,"Mk/E-MPP"
"32643","Samp42_bcDMSX","Samp42",7917,4401,1,"MPP-1"
"32644","Samp42_bcEFYL","Samp42",13175,6269,21,"MPP-3"
"32645","Samp42_bcAEEV","Samp42",6535,3692,9,"My-MPP"
"32646","Samp42_bcBYLK","Samp42",5881,3576,14,"Mk/E-MPP"
"32647","Samp42_bcEFAD","Samp42",11612,5815,4,"E-Prog-1"
"32648","Samp42_bcHBLE","Samp42",9971,4842,0,"HSC"
"32649","Samp42_bcBQIV","Samp42",8858,4841,14,"Mk/E-MPP"
"32650","Samp42_bcEHJI","Samp42",6939,4112,14,"Mk/E-MPP"
"32651","Samp42_bcGNCP","Samp42",6184,3431,14,"Mk/E-MPP"
"32652","Samp42_bcEVLP","Samp42",12184,6145,14,"Mk/E-MPP"
"32653","Samp42_bcHUIG","Samp42",5084,3073,2,"MPP-2"
"32654","Samp42_bcIHIF","Samp42",10457,5543,14,"Mk/E-MPP"
"32655","Samp42_bcESAT","Samp42",14036,6756,19,"Mk-Prog"
"32656","Samp42_bcHZGT","Samp42",13474,6496,4,"E-Prog-1"
"32657","Samp42_bcGBPF","Samp42",7933,4463,2,"MPP-2"
"32658","Samp42_bcEPNR","Samp42",14888,7044,2,"MPP-2"
"32659","Samp42_bcFQZO","Samp42",9981,4995,17,"Baso/Mast-Prog"
"32660","Samp42_bcAGML","Samp42",7118,3783,14,"Mk/E-MPP"
"32661","Samp42_bcHYMP","Samp42",11397,5663,14,"Mk/E-MPP"
"32662","Samp42_bcDZQS","Samp42",11110,5559,4,"E-Prog-1"
"32663","Samp42_bcDUWV","Samp42",9812,5417,14,"Mk/E-MPP"
"32664","Samp42_bcACRI","Samp42",9156,4588,4,"E-Prog-1"
"32665","Samp42_bcBKOU","Samp42",8354,4597,14,"Mk/E-MPP"
"32666","Samp42_bcGZKQ","Samp42",7245,4096,1,"MPP-1"
"32667","Samp42_bcESAJ","Samp42",9315,4853,14,"Mk/E-MPP"
"32668","Samp42_bcFSBU","Samp42",6872,4098,4,"E-Prog-1"
"32669","Samp42_bcHTJD","Samp42",4153,2413,1,"MPP-1"
"32670","Samp42_bcDVSB","Samp42",2004,1383,4,"E-Prog-1"
"32671","Samp42_bcHRBC","Samp42",13466,6466,4,"E-Prog-1"
"32672","Samp42_bcCESI","Samp42",8369,4407,1,"MPP-1"
"32673","Samp42_bcDOFM","Samp42",5916,3446,14,"Mk/E-MPP"
"32674","Samp42_bcENJS","Samp42",14995,6946,14,"Mk/E-MPP"
"32675","Samp42_bcAZEG","Samp42",10565,5643,14,"Mk/E-MPP"
"32676","Samp42_bcGSVG","Samp42",9883,5141,4,"E-Prog-1"
"32677","Samp42_bcBDBP","Samp42",3043,2018,14,"Mk/E-MPP"
"32678","Samp42_bcHTTO","Samp42",2083,1524,14,"Mk/E-MPP"
"32679","Samp42_bcBCBI","Samp42",7747,4271,12,"G/Mono-Prog"
"32680","Samp42_bcFGXP","Samp42",4814,3021,8,"Ly-Prog-3"
"32681","Samp42_bcDGVO","Samp42",11823,6049,10,"Ly-Prog-1"
"32682","Samp42_bcGVMJ","Samp42",3253,1936,1,"MPP-1"
"32683","Samp42_bcCQYX","Samp42",2332,1646,10,"Ly-Prog-1"
"32684","Samp42_bcCEGJ","Samp42",1376,1021,3,"Ly-Prog-4"
"32685","Samp42_bcAWIK","Samp42",5678,3227,10,"Ly-Prog-1"
"32686","Samp42_bcETMH","Samp42",5585,3146,10,"Ly-Prog-1"
"32687","Samp42_bcEPRS","Samp42",6019,3867,10,"Ly-Prog-1"
"32688","Samp42_bcDCTX","Samp42",10062,5294,1,"MPP-1"
"32689","Samp42_bcHDGV","Samp42",7467,4035,1,"MPP-1"
"32690","Samp42_bcBUGC","Samp42",3560,2376,21,"MPP-3"
"32691","Samp42_bcDPQJ","Samp42",724,543,3,"Ly-Prog-4"
"32692","Samp42_bcCHDM","Samp42",5150,3094,10,"Ly-Prog-1"
"32693","Samp42_bcCJTD","Samp42",3489,2175,10,"Ly-Prog-1"
"32694","Samp42_bcEWLX","Samp42",7834,4394,10,"Ly-Prog-1"
"32695","Samp42_bcGHZW","Samp42",7027,4016,10,"Ly-Prog-1"
"32696","Samp42_bcGJEV","Samp42",8346,4708,1,"MPP-1"
"32697","Samp42_bcGLYG","Samp42",1781,1292,10,"Ly-Prog-1"
"32698","Samp42_bcBDEC","Samp42",11191,6248,2,"MPP-2"
"32699","Samp42_bcATYP","Samp42",811,638,7,"G-Prog-2"
"32700","Samp42_bcGGBL","Samp42",8009,4729,10,"Ly-Prog-1"
"32701","Samp42_bcHQSN","Samp42",5807,3509,1,"MPP-1"
"32702","Samp42_bcELJZ","Samp42",896,676,3,"Ly-Prog-4"
"32703","Samp42_bcAITL","Samp42",4029,2455,10,"Ly-Prog-1"
"32704","Samp42_bcBLGX","Samp42",4727,2893,10,"Ly-Prog-1"
"32705","Samp42_bcFKDW","Samp42",3824,2477,15,"pDC-Prog"
"32706","Samp42_bcEIXV","Samp42",8006,4442,10,"Ly-Prog-1"
"32707","Samp42_bcAZZC","Samp42",7811,4174,10,"Ly-Prog-1"
"32708","Samp42_bcHSKO","Samp42",5562,3242,10,"Ly-Prog-1"
"32709","Samp42_bcHCGQ","Samp42",7111,4078,1,"MPP-1"
"32710","Samp42_bcEUHV","Samp42",3039,2017,10,"Ly-Prog-1"
"32711","Samp42_bcAUBW","Samp42",2061,1405,8,"Ly-Prog-3"
"32712","Samp42_bcHQTF","Samp42",7708,4487,15,"pDC-Prog"
"32713","Samp42_bcDEKQ","Samp42",3381,2217,10,"Ly-Prog-1"
"32714","Samp42_bcDIFL","Samp42",1624,1173,1,"MPP-1"
"32715","Samp42_bcEKKM","Samp42",7059,4004,10,"Ly-Prog-1"
"32716","Samp42_bcDTNY","Samp42",1975,1414,3,"Ly-Prog-4"
"32717","Samp42_bcGVXJ","Samp42",4816,2835,8,"Ly-Prog-3"
"32718","Samp42_bcBUII","Samp42",4719,3101,10,"Ly-Prog-1"
"32719","Samp42_bcIJOM","Samp42",15485,7355,1,"MPP-1"
"32720","Samp42_bcCEBU","Samp42",9933,5575,10,"Ly-Prog-1"
"32721","Samp42_bcGTSI","Samp42",5285,3178,0,"HSC"
"32722","Samp42_bcCWFH","Samp42",4901,2924,10,"Ly-Prog-1"
"32723","Samp42_bcDCAG","Samp42",4792,2935,10,"Ly-Prog-1"
"32724","Samp42_bcHNPV","Samp42",10299,5405,0,"HSC"
"32725","Samp42_bcDZMD","Samp42",8139,4435,10,"Ly-Prog-1"
"32726","Samp42_bcEZDX","Samp42",435,342,7,"G-Prog-2"
"32727","Samp42_bcGGPA","Samp42",15685,7309,10,"Ly-Prog-1"
"32728","Samp42_bcANBL","Samp42",7688,4159,10,"Ly-Prog-1"
"32729","Samp42_bcBAEY","Samp42",1029,776,8,"Ly-Prog-3"
"32730","Samp42_bcENDK","Samp42",10831,5513,12,"G/Mono-Prog"
"32731","Samp42_bcCKIS","Samp42",2128,1517,8,"Ly-Prog-3"
"32732","Samp42_bcHLBJ","Samp42",2134,1461,10,"Ly-Prog-1"
"32733","Samp42_bcFACC","Samp42",2927,1905,10,"Ly-Prog-1"
"32734","Samp42_bcGHBM","Samp42",10987,5592,10,"Ly-Prog-1"
"32735","Samp42_bcHLSV","Samp42",11270,6084,10,"Ly-Prog-1"
"32736","Samp42_bcCVQQ","Samp42",5967,3585,1,"MPP-1"
"32737","Samp42_bcFFZC","Samp42",5652,3396,10,"Ly-Prog-1"
"32738","Samp42_bcHBJC","Samp42",5916,3588,10,"Ly-Prog-1"
"32739","Samp42_bcGPMF","Samp42",4726,3031,0,"HSC"
"32740","Samp42_bcHRET","Samp42",2240,1484,9,"My-MPP"
"32741","Samp42_bcHHZQ","Samp42",8596,4933,10,"Ly-Prog-1"
"32742","Samp42_bcHHNY","Samp42",3323,2136,10,"Ly-Prog-1"
"32743","Samp42_bcDZUR","Samp42",2150,1545,10,"Ly-Prog-1"
"32744","Samp42_bcCSLJ","Samp42",9055,5003,10,"Ly-Prog-1"
"32745","Samp42_bcATJZ","Samp42",5100,3014,1,"MPP-1"
"32746","Samp42_bcIGFG","Samp42",14418,6789,10,"Ly-Prog-1"
"32747","Samp42_bcIFTD","Samp42",12144,6252,10,"Ly-Prog-1"
"32748","Samp42_bcGCBK","Samp42",5965,3519,10,"Ly-Prog-1"
"32749","Samp42_bcEHNR","Samp42",5208,3101,10,"Ly-Prog-1"
"32750","Samp42_bcEFAC","Samp42",4195,2694,10,"Ly-Prog-1"
"32751","Samp42_bcAVTQ","Samp42",1053,816,10,"Ly-Prog-1"
"32752","Samp43_bcDLTZ","Samp43",11277,5022,2,"MPP-2"
"32753","Samp43_bcFKBZ","Samp43",9802,4218,21,"MPP-3"
"32754","Samp43_bcBTCI","Samp43",6744,3062,14,"Mk/E-MPP"
"32755","Samp43_bcCKXZ","Samp43",5319,2413,1,"MPP-1"
"32756","Samp43_bcCUEQ","Samp43",3302,1739,1,"MPP-1"
"32757","Samp43_bcHMYH","Samp43",3444,1757,1,"MPP-1"
"32758","Samp43_bcACWA","Samp43",1714,889,0,"HSC"
"32759","Samp43_bcIFNN","Samp43",822,521,1,"MPP-1"
"32760","Samp43_bcATCP","Samp43",659,401,0,"HSC"
"32761","Samp43_bcCXEB","Samp43",508,372,0,"HSC"
"32762","Samp43_bcFEMU","Samp43",8776,3956,0,"HSC"
"32763","Samp43_bcHULL","Samp43",4415,2109,1,"MPP-1"
"32764","Samp43_bcDZWS","Samp43",3610,1774,0,"HSC"
"32765","Samp43_bcCDEA","Samp43",2396,1200,0,"HSC"
"32766","Samp43_bcDLHE","Samp43",2262,1186,0,"HSC"
"32767","Samp43_bcAMEW","Samp43",1958,1006,17,"Baso/Mast-Prog"
"32768","Samp43_bcIGQK","Samp43",1879,1088,1,"MPP-1"
"32769","Samp43_bcHEZR","Samp43",1213,705,14,"Mk/E-MPP"
"32770","Samp43_bcCUWE","Samp43",1189,686,0,"HSC"
"32771","Samp43_bcBZHG","Samp43",824,520,1,"MPP-1"
"32772","Samp43_bcFGMP","Samp43",644,415,0,"HSC"
"32773","Samp43_bcGQDI","Samp43",7673,3603,0,"HSC"
"32774","Samp43_bcAAVN","Samp43",6351,3029,21,"MPP-3"
"32775","Samp43_bcARVA","Samp43",2037,1089,14,"Mk/E-MPP"
"32776","Samp43_bcIIXD","Samp43",1264,707,14,"Mk/E-MPP"
"32777","Samp43_bcAOJB","Samp43",1182,704,9,"My-MPP"
"32778","Samp43_bcCWAV","Samp43",6042,3089,0,"HSC"
"32779","Samp43_bcDVXO","Samp43",6709,3314,0,"HSC"
"32780","Samp43_bcFKQP","Samp43",5789,2692,0,"HSC"
"32781","Samp43_bcDCBK","Samp43",5039,2349,0,"HSC"
"32782","Samp43_bcDDBI","Samp43",3418,1683,0,"HSC"
"32783","Samp43_bcFSER","Samp43",2857,1445,1,"MPP-1"
"32784","Samp43_bcGABM","Samp43",1840,984,9,"My-MPP"
"32785","Samp43_bcELOA","Samp43",1716,853,0,"HSC"
"32786","Samp43_bcABLJ","Samp43",1411,858,0,"HSC"
"32787","Samp43_bcBEPY","Samp43",820,521,1,"MPP-1"
"32788","Samp43_bcAVDD","Samp43",6964,3431,1,"MPP-1"
"32789","Samp43_bcGCRP","Samp43",5729,2684,0,"HSC"
"32790","Samp43_bcGGAU","Samp43",5463,2768,0,"HSC"
"32791","Samp43_bcGYLH","Samp43",4729,2192,1,"MPP-1"
"32792","Samp43_bcAAVZ","Samp43",4687,2221,10,"Ly-Prog-1"
"32793","Samp43_bcFQIM","Samp43",4576,2303,0,"HSC"
"32794","Samp43_bcBRBC","Samp43",1548,852,1,"MPP-1"
"32795","Samp43_bcHBDY","Samp43",1273,718,21,"MPP-3"
"32796","Samp43_bcEROL","Samp43",699,424,14,"Mk/E-MPP"
"32797","Samp43_bcHEWX","Samp43",671,434,0,"HSC"
"32798","Samp43_bcHCPB","Samp43",11297,4476,1,"MPP-1"
"32799","Samp43_bcGGVZ","Samp43",6284,2863,0,"HSC"
"32800","Samp43_bcCOXG","Samp43",6668,3190,14,"Mk/E-MPP"
"32801","Samp43_bcAXCN","Samp43",6176,2874,0,"HSC"
"32802","Samp43_bcBXXB","Samp43",4424,2407,0,"HSC"
"32803","Samp43_bcFXTF","Samp43",3552,1887,1,"MPP-1"
"32804","Samp43_bcCGSU","Samp43",3414,1598,0,"HSC"
"32805","Samp43_bcGFRZ","Samp43",2604,1409,0,"HSC"
"32806","Samp43_bcGLNA","Samp43",1160,692,1,"MPP-1"
"32807","Samp43_bcFLZN","Samp43",1121,633,7,"G-Prog-2"
"32808","Samp43_bcBEBU","Samp43",368,258,1,"MPP-1"
"32809","Samp43_bcEIIC","Samp43",9194,4117,5,"G-Prog-1"
"32810","Samp43_bcAPVA","Samp43",5924,3208,0,"HSC"
"32811","Samp43_bcBLVE","Samp43",5786,2709,1,"MPP-1"
"32812","Samp43_bcAAAJ","Samp43",5668,2527,0,"HSC"
"32813","Samp43_bcFHFQ","Samp43",4114,1958,0,"HSC"
"32814","Samp43_bcIAMG","Samp43",3637,1909,0,"HSC"
"32815","Samp43_bcHYGQ","Samp43",2948,1529,0,"HSC"
"32816","Samp43_bcFMND","Samp43",1994,1074,1,"MPP-1"
"32817","Samp43_bcGYDJ","Samp43",1641,917,0,"HSC"
"32818","Samp43_bcCAQF","Samp43",1317,803,1,"MPP-1"
